,title,release_date,revenue,runtime,budget,original_language,genres,imdb_rating,imdb_votes
1534,16 Blocks,2006-03-01,65664721.0,105.0,55000000.0,en,"Action, Adventure, Crime, Thriller",6.6,135564.0
1563,Hallam Foe,2007-02-16,2149799.0,95.0,8000000.0,en,"Drama, Comedy, Thriller",6.9,13236.0
1574,Eastern Promises,2007-09-14,56106607.0,101.0,51500000.0,en,"Thriller, Crime, Mystery",7.6,265393.0
1575,Valkyrie,2008-12-25,200276000.0,121.0,75000000.0,en,"Drama, Thriller, War",7.1,262513.0
1589,The Golden Compass,2007-12-04,372200000.0,113.0,180000000.0,en,"Adventure, Fantasy",6.1,198326.0
1591,Stardust,2007-08-09,137500000.0,127.0,70000000.0,en,"Adventure, Fantasy, Romance, Family",7.6,288134.0
1592,The Seeker: The Dark Is Rising,2007-10-05,31852619.0,94.0,45000000.0,en,"Adventure, Drama, Fantasy, Family, Thriller",4.8,15930.0
1597,Mr. Magorium's Wonder Emporium,2007-11-14,69500000.0,93.0,65000000.0,en,"Family, Fantasy, Comedy",6.2,48025.0
1601,Closer,2004-12-03,115505027.0,104.0,27000000.0,en,"Drama, Romance",7.2,239252.0
1602,Cold Mountain,2003-12-24,173013509.0,154.0,79000000.0,en,"Drama, War, History, Adventure, Romance",7.2,157916.0
1608,Clerks II,2006-07-21,26888376.0,97.0,5000000.0,en,Comedy,7.3,141571.0
1620,Inkheart,2008-12-11,62803180.0,106.0,60000000.0,en,"Adventure, Family, Fantasy",6.1,83073.0
1621,Beowulf,2007-11-05,195735876.0,115.0,70000000.0,en,"Adventure, Action, Animation",6.3,175591.0
1623,In the Name of the King: A Dungeon Siege Tale,2007-11-29,13097915.0,127.0,60000000.0,en,"Adventure, Fantasy, Action, Drama",3.8,51566.0
1624,Prime,2005-09-21,67900000.0,102.0,22000000.0,en,"Comedy, Drama, Romance",6.2,42322.0
1633,Local Color,2008-11-14,32788.0,107.0,3250000.0,en,Drama,6.8,1802.0
1646,Reign Over Me,2007-03-22,22222308.0,124.0,20000000.0,en,Drama,7.4,100182.0
1649,Sicko,2007-05-18,24538513.0,123.0,9000000.0,en,"Documentary, Comedy, Drama",8.0,77096.0
1706,The Nativity Story,2006-11-30,46400000.0,101.0,35000000.0,en,Drama,6.8,12422.0
1711,The Chronicles of Narnia: Prince Caspian,2008-05-15,419665568.0,150.0,225000000.0,en,"Adventure, Family, Fantasy",6.5,228302.0
1722,Eragon,2006-12-14,249300000.0,104.0,100000000.0,en,"Fantasy, Action, Adventure, Family",5.1,131403.0
1726,The Bourne Supremacy,2004-07-23,288500217.0,108.0,75000000.0,en,"Action, Drama, Thriller",7.7,492646.0
1727,The Bourne Ultimatum,2007-08-03,442824138.0,115.0,70000000.0,en,"Action, Drama, Mystery, Thriller",8.0,664174.0
1737,Spanglish,2004-12-17,55000000.0,130.0,80000000.0,en,Comedy,6.4,89361.0
1741,The Aviator,2004-12-17,213700000.0,170.0,110000000.0,en,Drama,7.5,388577.0
1754,Shopgirl,2005-10-21,11588205.0,104.0,10284523.0,en,"Comedy, Drama, Romance",6.3,24817.0
1777,Hard Candy,2005-01-14,7000000.0,104.0,950000.0,en,"Drama, Thriller",7.0,169856.0
1782,House of 1000 Corpses,2003-04-11,17949758.0,89.0,7000000.0,en,Horror,6.0,95230.0
1797,Evan Almighty,2007-06-09,174400000.0,96.0,175000000.0,en,"Fantasy, Comedy, Family",5.4,156807.0
1808,Postal,2007-10-18,146741.0,102.0,15000000.0,en,"Comedy, Action, Crime, Adventure, Thriller",4.5,24461.0
1836,American Splendor,2003-08-15,6003587.0,101.0,2000000.0,en,"Comedy, Drama",7.4,52911.0
1849,The Chronicles of Riddick,2004-06-11,115772733.0,119.0,105000000.0,en,"Action, Science Fiction",6.6,244804.0
1857,Rumor Has It...,2005-12-22,88900000.0,97.0,70000000.0,en,"Comedy, Romance",5.5,62348.0
1870,Identity,2003-04-25,90259536.0,90.0,28000000.0,en,"Mystery, Thriller",7.3,272534.0
1923,License to Wed,2007-07-04,69307224.0,91.0,35000000.0,en,Comedy,5.3,40885.0
1938,Hairspray,2007-07-19,90450008.0,117.0,75000000.0,en,"Comedy, Romance, Drama",6.7,140145.0
1939,Becoming Jane,2007-03-02,37311672.0,120.0,16500000.0,en,"Romance, Drama",7.0,65859.0
1976,1408,2007-06-22,133000000.0,112.0,25000000.0,en,"Horror, Mystery",6.8,298744.0
2039,Basic Instinct 2,2006-03-29,38629478.0,114.0,70000000.0,en,"Crime, Mystery, Thriller",4.4,42025.0
2043,"The Tulse Luper Suitcases, Part 1: The Moab Story",2003-05-24,25800.0,127.0,10000000.0,en,"War, Drama, History, Adventure, Romance, Thriller",6.7,1263.0
2044,"The Tulse Luper Suitcases, Part 2: Vaux to the Sea",2004-02-09,24250.0,108.0,10000000.0,en,"War, Drama, History, Adventure, Comedy, Romance, Thriller",7.0,676.0
2045,"The Tulse Luper Suitcases, Part 3: From Sark to the Finish",2004-09-06,12000.0,124.0,10000000.0,en,"War, Drama, Adventure, Romance, Thriller",6.8,485.0
2122,"Good Night, and Good Luck.",2005-09-16,54600000.0,92.0,7000000.0,en,"Drama, History",7.4,101959.0
2168,Mr. Brooks,2007-06-01,48443734.0,120.0,20000000.0,en,"Crime, Thriller",7.3,157824.0
2189,88 Minutes,2007-02-14,32593385.0,108.0,30000000.0,en,"Thriller, Mystery",5.9,78797.0
2192,A Scanner Darkly,2006-07-07,7659918.0,100.0,8700000.0,en,"Animation, Science Fiction, Thriller",7.0,118312.0
2210,Don't Come Knocking,2005-08-25,4663501.0,123.0,11000000.0,en,"Drama, Western",6.6,7994.0
2236,I Now Pronounce You Chuck & Larry,2007-07-12,187134117.0,115.0,85000000.0,en,"Comedy, Romance",5.9,155602.0
2247,Changeling,2008-10-24,113400000.0,141.0,55000000.0,en,"Crime, Drama, Mystery",7.7,267583.0
2261,The Number 23,2007-02-23,77677553.0,98.0,30000000.0,en,"Thriller, Mystery, Crime",6.4,214586.0
2270,Tara Road,2005-05-11,875898.0,101.0,12000000.0,en,Drama,6.0,2005.0
2272,Girl with a Pearl Earring,2003-12-12,31500000.0,101.0,10500000.0,en,"Drama, Romance",6.9,83375.0
2273,No Reservations,2007-06-15,92601050.0,104.0,28000000.0,en,"Comedy, Romance, Drama",6.3,80032.0
2279,Flags of Our Fathers,2006-10-18,65900000.0,135.0,90000000.0,en,"War, Drama, History",7.1,130385.0
2321,Things We Lost in the Fire,2007-09-26,2849142.0,113.0,16000000.0,en,Drama,7.1,29955.0
2324,I'm Not There,2007-10-01,4001121.0,135.0,20000000.0,en,"Drama, Music",6.8,61697.0
2333,Corpse Bride,2005-09-12,118133252.0,77.0,40000000.0,en,"Romance, Fantasy, Animation",7.4,304698.0
2367,Team America: World Police,2004-10-10,50826898.0,97.0,32000000.0,en,"Adventure, Action, Comedy",7.2,180288.0
2397,Shoot 'Em Up,2007-07-26,26800000.0,86.0,39000000.0,en,"Action, Thriller, Comedy, Crime",6.6,155987.0
2400,Revolutionary Road,2008-12-19,76000000.0,119.0,35000000.0,en,"Drama, Romance",7.3,227339.0
2407,Breach,2007-02-12,41000000.0,110.0,23000000.0,en,"Drama, Thriller, Crime, History",7.0,62362.0
2460,Scary Movie 3,2003-10-24,220673217.0,84.0,48000000.0,en,Comedy,5.5,160670.0
2461,Scary Movie 4,2006-04-12,178262620.0,83.0,45000000.0,en,Comedy,5.1,130971.0
2462,Scary Movie 5,2013-04-11,78378744.0,88.0,20000000.0,en,Comedy,3.5,78384.0
2502,Atonement,2007-02-27,131016624.0,123.0,30000000.0,en,"Drama, Romance",7.8,304408.0
2503,Pride & Prejudice,2005-09-16,121600000.0,127.0,28000000.0,en,"Drama, Romance",7.8,338820.0
2504,The Kingdom,2007-08-22,86658558.0,110.0,70000000.0,en,"Thriller, Action, Drama",7.0,133386.0
2505,Bordertown,2007-02-22,8329799.0,112.0,21000000.0,en,"Crime, Drama, Mystery, Thriller",6.0,11526.0
2521,Monster-in-Law,2005-05-13,154749918.0,101.0,43000000.0,en,"Romance, Comedy",5.6,66364.0
2522,Shall We Dance?,2004-10-15,170128460.0,107.0,50000000.0,en,"Drama, Romance, Comedy",6.2,50130.0
2538,The Three Investigators and The Secret Of Skeleton Island,2007-11-07,7800000.0,91.0,11000000.0,en,"Mystery, Adventure, Family",5.7,1572.0
2542,The Brave One,2007-09-12,69766619.0,122.0,70000000.0,en,"Crime, Drama, Thriller",6.7,64057.0
2554,The Brothers Grimm,2005-08-26,105300000.0,118.0,88000000.0,en,"Adventure, Fantasy, Action, Comedy, Thriller",5.9,127369.0
2569,Seabiscuit,2003-07-22,148300000.0,141.0,87000000.0,en,"Drama, History",7.3,77492.0
2598,The Assassination of Jesse James by the Coward Robert Ford,2007-09-20,14711793.0,159.0,30000000.0,en,"Drama, Western",7.5,195109.0
2599,30 Days of Night,2007-10-17,75505973.0,113.0,30000000.0,en,"Horror, Thriller",6.6,191861.0
2600,Lions for Lambs,2007-10-22,64811540.0,92.0,35000000.0,en,"Action, Adventure, Drama, History",6.2,53233.0
2602,Elizabeth: The Golden Age,2007-09-09,74237563.0,114.0,55000000.0,en,"Drama, History, Romance",6.8,75770.0
2606,Enchanted,2007-11-20,340487652.0,107.0,85000000.0,en,"Comedy, Family, Fantasy, Romance",7.1,219821.0
2617,The Darjeeling Limited,2007-09-07,24377151.0,92.0,16000000.0,en,"Adventure, Drama, Comedy",7.2,219710.0
2627,Be Cool,2005-03-04,95200000.0,118.0,53000000.0,en,"Comedy, Crime",5.6,72739.0
2629,The Machinist,2004-07-02,8203235.0,101.0,5000000.0,en,"Thriller, Drama",7.6,421221.0
2639,Sex and the City,2008-05-12,418800000.0,146.0,65000000.0,en,"Comedy, Drama, Romance",5.7,128736.0
2641,Michael Clayton,2007-09-28,92991835.0,119.0,25000000.0,en,"Drama, Thriller, Crime",7.2,175615.0
2656,Carolina,2003-07-04,308641.0,97.0,15000000.0,en,"Comedy, Romance",6.1,4363.0
2659,Armored,2009-12-04,22942221.0,88.0,20000000.0,en,"Action, Crime, Drama, Thriller, Mystery",5.7,32094.0
2660,Raising Helen,2004-05-27,49700000.0,119.0,50000000.0,en,"Drama, Comedy, Romance",6.0,38522.0
2663,Absolon,2003-03-10,7016.0,96.0,8000000.0,en,"Action, Science Fiction",4.2,3376.0
2670,December Boys,2007-09-14,1200000.0,105.0,4000000.0,en,"Drama, Romance",6.5,12493.0
2674,Hot Fuzz,2007-02-14,80600000.0,121.0,12000000.0,en,"Crime, Action, Comedy",7.8,543121.0
2677,The Guardian,2006-09-28,94973540.0,139.0,10000000.0,en,"Action, Adventure, Drama",6.9,99377.0
2698,Across the Universe,2007-09-14,29625761.0,133.0,45000000.0,en,"Drama, Romance, Fantasy",7.3,115010.0
2714,Southland Tales,2007-11-14,374743.0,144.0,17000000.0,en,"Science Fiction, Thriller, Comedy",5.3,41126.0
2735,Gone Baby Gone,2007-09-18,34600000.0,113.0,19000000.0,en,"Crime, Drama, Mystery",7.6,297358.0
2768,Layer Cake,2004-09-30,11900000.0,105.0,6500000.0,en,"Drama, Thriller, Crime",7.3,198968.0
2775,The Invasion,2007-08-17,40170558.0,99.0,80000000.0,en,"Science Fiction, Thriller, Mystery, Action, Horror",5.9,83589.0
2806,The Curious Case of Benjamin Button,2008-12-25,335800000.0,166.0,150000000.0,en,"Drama, Fantasy, Romance",7.8,705901.0
2825,Leatherheads,2008-03-24,41299492.0,114.0,58000000.0,en,"Comedy, Romance, Drama",6.0,33706.0
2826,Burn After Reading,2008-09-05,163700000.0,96.0,37000000.0,en,"Comedy, Drama",7.0,358574.0
2835,Be Kind Rewind,2008-01-20,30600000.0,102.0,20000000.0,en,"Drama, Comedy",6.4,94870.0
2840,The International,2009-02-03,60161391.0,118.0,50000000.0,en,"Action, Thriller, Drama, Crime",6.5,101076.0
2841,"Synecdoche, New York",2008-10-24,4383538.0,124.0,20000000.0,en,Drama,7.5,99650.0
2845,Knocked Up,2007-06-01,219900000.0,129.0,30000000.0,en,"Comedy, Romance, Drama",6.9,388193.0
2850,Gothika,2003-11-21,141591324.0,98.0,40000000.0,en,"Horror, Thriller, Mystery",5.8,120449.0
2861,American Gangster,2007-11-02,266500000.0,157.0,100000000.0,en,"Drama, Crime",7.8,460461.0
2875,Wonderland,2003-10-23,2466444.0,104.0,5000000.0,en,Crime,6.5,23720.0
2888,Vicky Cristina Barcelona,2008-08-15,96409300.0,96.0,15000000.0,en,"Drama, Romance",7.1,271435.0
2933,August Rush,2007-11-21,66122026.0,114.0,25000000.0,en,"Family, Drama, Music",7.4,111875.0
2935,Rendition,2007-09-07,24748670.0,120.0,27500000.0,en,"Drama, Thriller",6.8,58566.0
2936,Martian Child,2007-11-02,9400000.0,106.0,27000000.0,en,"Comedy, Drama",6.7,21056.0
2939,Sky Captain and the World of Tomorrow,2004-09-17,57958696.0,107.0,70000000.0,en,"Mystery, Action, Thriller, Science Fiction, Adventure",6.1,88020.0
2944,The In-Laws,2003-05-23,26800000.0,98.0,40000000.0,en,"Action, Comedy",5.7,18031.0
2957,The Astronaut Farmer,2007-02-23,11130889.0,104.0,13000000.0,en,"Science Fiction, Adventure, Comedy, Drama",6.3,23417.0
2958,Rush Hour 3,2007-08-08,258097122.0,90.0,140000000.0,en,"Action, Comedy, Crime",6.2,186689.0
2960,3:10 to Yuma,2007-09-06,70000000.0,122.0,55000000.0,en,Western,7.6,336351.0
2983,Kiss Kiss Bang Bang,2005-09-14,15785148.0,103.0,15000000.0,en,"Comedy, Crime, Mystery",7.5,239656.0
2993,The Polar Express,2004-11-10,310634054.0,100.0,165000000.0,en,"Animation, Adventure, Family, Fantasy",6.6,245510.0
3004,Chaos,2005-01-17,7000000.0,106.0,30000000.0,en,"Drama, Action, Crime",6.4,58511.0
3013,The Hunting Party,2007-09-03,7600000.0,101.0,15000000.0,en,"Action, Adventure, Thriller, Drama",6.8,26158.0
3015,Fred Claus,2007-11-09,97800000.0,115.0,100000000.0,en,"Action, Comedy, Drama",5.7,48065.0
3016,Happily N'Ever After,2007-01-05,38100000.0,87.0,47000000.0,en,"Adventure, Animation, Comedy, Family, Fantasy",4.5,11236.0
3064,The Ladykillers,2004-03-25,76700000.0,104.0,35000000.0,en,"Comedy, Crime, Thriller",6.2,109679.0
3085,Bee Movie,2007-10-28,287594577.0,91.0,150000000.0,en,"Family, Animation, Adventure, Comedy",6.1,183282.0
3132,Luther,2003-10-29,29400000.0,123.0,30000000.0,en,"Drama, History",6.6,16129.0
3164,Control,2007-09-12,8200000.0,121.0,5000000.0,en,Drama,7.6,69236.0
3171,King of California,2007-01-24,1045786.0,93.0,10000000.0,en,"Comedy, Drama",6.6,23814.0
3176,Once,2007-03-23,20710513.0,85.0,160000.0,en,"Drama, Music, Romance",7.8,122221.0
3235,The Sentinel,2006-04-19,78810595.0,108.0,60000000.0,en,"Action, Thriller, Crime",6.1,52811.0
3262,I Know Who Killed Me,2007-07-27,9620399.0,105.0,12000000.0,en,"Thriller, Horror, Mystery",3.6,31174.0
3272,The Mist,2007-11-21,57470220.0,126.0,18000000.0,en,"Horror, Science Fiction, Thriller",7.1,347991.0
3300,Into the Wild,2007-09-21,56255142.0,148.0,15000000.0,en,"Adventure, Drama",8.1,666313.0
3337,Along Came Polly,2004-01-16,178300000.0,90.0,42000000.0,en,"Comedy, Romance",6.0,145383.0
3375,P.S. I Love You,2007-11-15,156835339.0,126.0,30000000.0,en,"Drama, Romance",7.0,219921.0
3383,Shanghai Knights,2003-02-06,88300000.0,115.0,50000000.0,en,"Action, Adventure, Comedy, Western",6.2,113716.0
3421,Fracture,2007-04-19,91354215.0,113.0,10000000.0,en,Thriller,7.2,222568.0
3440,Dreamcatcher,2003-03-21,81240206.0,136.0,68000000.0,en,"Drama, Horror, Science Fiction, Thriller",5.5,97310.0
3540,Racing Stripes,2005-01-06,90754475.0,102.0,30000000.0,en,"Comedy, Family",5.2,18452.0
3552,Freddy vs. Jason,2003-08-15,116643421.0,97.0,30000000.0,en,Horror,5.7,129112.0
3562,Alvin and the Chipmunks,2007-12-13,361366633.0,92.0,60000000.0,en,"Comedy, Family, Fantasy, Animation",5.2,96816.0
3563,Beyond the Sea,2004-11-16,8400000.0,118.0,25000000.0,en,"Drama, Music",6.7,15675.0
3564,I Am Legend,2007-12-12,585410052.0,101.0,150000000.0,en,"Drama, Science Fiction, Thriller",7.2,829738.0
3583,The Dukes of Hazzard,2005-08-05,110803676.0,104.0,50000000.0,en,"Comedy, Adventure, Action",5.1,82511.0
3596,Charlie Wilson's War,2007-12-19,119483446.0,102.0,75000000.0,en,"Comedy, Drama, History",7.0,126166.0
3603,27 Dresses,2008-01-10,160300000.0,111.0,30000000.0,en,"Comedy, Romance",6.1,177563.0
3605,Walk Hard: The Dewey Cox Story,2007-12-21,18317151.0,96.0,35000000.0,en,"Comedy, Music",6.8,78155.0
3614,Underdog,2007-08-03,65270477.0,82.0,25000000.0,en,"Family, Action, Adventure, Comedy, Fantasy, Science Fiction",4.8,22967.0
3624,Lars and the Real Girl,2007-10-12,11293663.0,106.0,12000000.0,en,"Comedy, Drama, Romance",7.3,157888.0
3638,National Treasure: Book of Secrets,2007-12-13,459200000.0,124.0,130000000.0,en,"Action, Adventure, Mystery, Thriller",6.5,257057.0
3639,Love in the Time of Cholera,2007-10-04,4607608.0,139.0,45000000.0,en,"Drama, Romance",6.4,24310.0
3640,Love and Other Disasters,2006-09-09,6400000.0,91.0,9000000.0,en,"Comedy, Romance",6.1,14816.0
3649,TransSiberian,2008-01-18,5926410.0,111.0,15000000.0,en,"Thriller, Crime, Mystery",6.6,55116.0
3670,Zathura: A Space Adventure,2005-11-06,65079104.0,101.0,65000000.0,en,"Science Fiction, Adventure, Family",6.3,117674.0
3673,Failure to Launch,2006-03-10,130224158.0,97.0,50000000.0,en,"Romance, Comedy",5.7,88659.0
3686,One Missed Call,2008-01-04,45847751.0,87.0,20000000.0,en,"Horror, Mystery, Thriller",4.0,34322.0
3692,The Village,2004-07-30,256700000.0,108.0,60000000.0,en,"Drama, Mystery, Thriller",6.6,282721.0
3699,The 40 Year Old Virgin,2005-08-11,177400000.0,116.0,26000000.0,en,"Comedy, Romance",7.1,475390.0
3703,The Wedding Date,2005-02-04,47175038.0,88.0,15000000.0,en,"Romance, Comedy",6.1,56922.0
3705,The Weather Man,2005-10-20,12482775.0,101.0,20000000.0,en,"Comedy, Drama",6.6,83956.0
3706,Something's Gotta Give,2003-12-12,270000000.0,128.0,80000000.0,en,"Drama, Comedy, Romance",6.7,130876.0
3714,Australia,2008-11-18,211787511.0,165.0,130000000.0,en,"Adventure, Romance, Drama",6.6,130844.0
3715,In the Valley of Elah,2007-09-14,29541790.0,124.0,23000000.0,en,"History, Drama, Thriller, Crime, Mystery",7.2,75561.0
3719,No Country for Old Men,2007-06-13,171627166.0,122.0,25000000.0,en,"Crime, Drama, Thriller",8.2,1084444.0
3740,Ken Park,2003-01-30,447741.0,97.0,1300000.0,en,Drama,5.8,31056.0
3745,Van Helsing,2004-05-03,300257475.0,132.0,160000000.0,en,"Horror, Adventure, Action",6.1,290237.0
3751,Perfect Stranger,2007-04-11,73090611.0,109.0,60795000.0,en,"Thriller, Crime, Mystery",5.7,51818.0
3752,Cloverfield,2008-01-15,170764026.0,85.0,25000000.0,en,"Action, Thriller, Science Fiction",7.0,426324.0
3755,Dan in Real Life,2007-10-26,68474305.0,98.0,25000000.0,en,"Comedy, Romance, Drama",6.8,107811.0
3757,Coach Carter,2005-01-14,76669554.0,136.0,30000000.0,en,"Drama, History",7.3,175115.0
3763,The Punisher,2004-04-15,54700105.0,124.0,33000000.0,en,"Action, Crime, Drama",6.4,172785.0
3768,Rebound,2005-07-01,16809014.0,86.0,45000000.0,en,"Comedy, Family",5.2,13746.0
3776,Matchstick Men,2003-09-12,65565672.0,116.0,62000000.0,en,"Comedy, Drama, Crime, Thriller",7.3,139875.0
3784,Meet the Spartans,2008-01-24,85897593.0,84.0,30000000.0,en,"Comedy, Fantasy",2.8,112261.0
3786,The Last Lear,2008-09-12,202000.0,113.0,1500000.0,en,Drama,7.0,1155.0
3789,Duplex,2003-09-26,19322135.0,89.0,40000000.0,en,Comedy,5.9,63380.0
3804,Running Scared,2006-01-06,9500000.0,122.0,17000000.0,en,"Action, Crime, Drama, Thriller",7.3,104320.0
3807,Juno,2007-12-05,232372681.0,96.0,7500000.0,en,"Comedy, Drama, Romance",7.4,555002.0
3814,There Will Be Blood,2007-12-26,77208711.0,158.0,25000000.0,en,Drama,8.2,652173.0
3819,The Bucket List,2007-12-25,175400000.0,97.0,45000000.0,en,"Drama, Comedy",7.4,262899.0
3820,Julia,2008-03-12,1300000.0,144.0,6000000.0,en,Drama,7.0,7034.0
3821,Fireflies in the Garden,2008-08-07,6692182.0,108.0,8000000.0,en,Drama,6.4,13744.0
3822,Sahara,2005-04-06,119269486.0,124.0,130000000.0,en,"Action, Adventure, Comedy, Drama, Mystery",6.1,105029.0
3826,Brothers,2009-12-02,43500000.0,105.0,26000000.0,en,"Drama, Thriller, War",7.1,152873.0
3827,Tropic Thunder,2008-08-09,195702811.0,107.0,92000000.0,en,"Action, Comedy, Adventure, War",7.1,456047.0
3832,The Hitchhiker's Guide to the Galaxy,2005-04-28,104500000.0,109.0,50000000.0,en,"Adventure, Comedy, Science Fiction",6.7,210210.0
3835,Alpha Dog,2006-01-27,32400000.0,122.0,9500000.0,en,"Crime, Drama, Thriller",6.9,108866.0
3837,Speed Racer,2008-05-07,93900000.0,135.0,120000000.0,en,"Family, Action, Adventure, Comedy",6.1,79438.0
3839,Vantage Point,2008-02-01,152039882.0,90.0,40000000.0,en,"Drama, Action, Thriller, Crime",6.6,154855.0
3842,Open Season,2006-09-27,197300000.0,86.0,85000000.0,en,"Animation, Family, Adventure, Comedy",6.1,107557.0
3843,Shooter,2007-03-22,95700000.0,124.0,61000000.0,en,"Drama, Action, Thriller",7.1,361031.0
3852,Running with Scissors,2006-10-27,6754898.0,116.0,12000000.0,en,"Drama, Comedy",6.1,23275.0
3853,The Last Kiss,2006-09-10,15851622.0,115.0,20000000.0,en,"Comedy, Drama, Romance",6.4,42383.0
3854,Idiocracy,2006-09-01,495303.0,84.0,30000000.0,en,"Comedy, Science Fiction, Adventure",6.5,190323.0
3858,Smokin' Aces,2006-12-09,57103895.0,109.0,17000000.0,en,"Action, Comedy, Crime, Thriller",6.6,153504.0
3860,Over the Hedge,2006-05-17,343397247.0,83.0,80000000.0,en,"Family, Comedy, Animation",6.7,192406.0
3862,Come Early Morning,2006-01-10,161578.0,97.0,6000000.0,en,"Drama, Romance",6.2,2786.0
3863,The Libertine,2004-09-16,10900000.0,114.0,11000000.0,en,"Drama, Romance",6.2,38025.0
3866,Déjà Vu,2006-11-22,180557550.0,126.0,75000000.0,en,"Action, Thriller, Science Fiction",7.1,331722.0
3867,Fun with Dick and Jane,2005-12-21,202026112.0,90.0,100000000.0,en,"Comedy, Crime",6.2,156115.0
3868,Waiting...,2005-10-07,18637690.0,94.0,3000000.0,en,"Comedy, Romance",6.7,107938.0
3870,Rambo,2008-01-24,113200000.0,92.0,50000000.0,en,"Action, Thriller, War",7.0,247335.0
3874,Resident Evil: Extinction,2007-09-20,148400000.0,94.0,45000000.0,en,"Horror, Action, Science Fiction",6.2,207767.0
3875,Youth Without Youth,2007-10-26,2624759.0,125.0,1000000.0,en,"Fantasy, Drama, Mystery",6.1,14373.0
3878,"10,000 BC",2008-03-04,269784201.0,109.0,105000000.0,en,"Adventure, Action, Drama, Fantasy",5.1,136372.0
3881,Half Nelson,2006-08-11,4911725.0,107.0,700000.0,en,Drama,7.1,92893.0
3892,Down in the Valley,2005-05-13,852872.0,112.0,8000000.0,en,"Drama, Romance, Thriller, Western",6.4,19091.0
3895,Harsh Times,2005-09-11,6000000.0,116.0,2000000.0,en,"Crime, Drama, Thriller, Action",6.8,69126.0
3896,Black Snake Moan,2006-12-31,10900000.0,116.0,15000000.0,en,Drama,6.9,67082.0
